,Period,HomeCountry,Commune,Gender,Population
581,2023Q4,Albania,Samsø,Women,0
582,2023Q4,Albania,Silkeborg,Men,0
583,2023Q4,Albania,Silkeborg,Women,2
584,2023Q4,Albania,Skanderborg,Men,1
585,2023Q4,Albania,Skanderborg,Women,2
586,2023Q4,Albania,Syddjurs,Men,1
587,2023Q4,Albania,Syddjurs,Women,2
588,2023Q4,Albania,Aarhus,Men,30
589,2023Q4,Albania,Aarhus,Women,32
590,2023Q4,Albania,Herning,Men,3
591,2023Q4,Albania,Herning,Women,1
592,2023Q4,Albania,Holstebro,Men,0
593,2023Q4,Albania,Holstebro,Women,0
594,2023Q4,Albania,Ikast-Brande,Men,0
595,2023Q4,Albania,Ikast-Brande,Women,0
596,2023Q4,Albania,Lemvig,Men,1
597,2023Q4,Albania,Lemvig,Women,0
598,2023Q4,Albania,Ringkøbing-Skjern,Men,2
599,2023Q4,Albania,Ringkøbing-Skjern,Women,0
600,2023Q4,Albania,Skive,Men,3
601,2023Q4,Albania,Skive,Women,1
602,2023Q4,Albania,Struer,Men,0
603,2023Q4,Albania,Struer,Women,1
604,2023Q4,Albania,Viborg,Men,7
605,2023Q4,Albania,Viborg,Women,11
606,2023Q4,Albania,Region Nordjylland,Men,27
607,2023Q4,Albania,Region Nordjylland,Women,13
608,2023Q4,Albania,Brønderslev,Men,0
609,2023Q4,Albania,Brønderslev,Women,0
610,2023Q4,Albania,Frederikshavn,Men,7
611,2023Q4,Albania,Frederikshavn,Women,1
612,2023Q4,Albania,Hjørring,Men,1
613,2023Q4,Albania,Hjørring,Women,3
614,2023Q4,Albania,Jammerbugt,Men,1
615,2023Q4,Albania,Jammerbugt,Women,0
616,2023Q4,Albania,Læsø,Men,0
617,2023Q4,Albania,Læsø,Women,0
618,2023Q4,Albania,Mariagerfjord,Men,1
619,2023Q4,Albania,Mariagerfjord,Women,2
620,2023Q4,Albania,Morsø,Men,0
621,2023Q4,Albania,Morsø,Women,0
622,2023Q4,Albania,Rebild,Men,1
623,2023Q4,Albania,Rebild,Women,0
624,2023Q4,Albania,Thisted,Men,0
625,2023Q4,Albania,Thisted,Women,0
626,2023Q4,Albania,Vesthimmerlands,Men,0
627,2023Q4,Albania,Vesthimmerlands,Women,0
628,2023Q4,Albania,Aalborg,Men,16
629,2023Q4,Albania,Aalborg,Women,7
630,2023Q4,Andorra,All Denmark,Men,8
631,2023Q4,Andorra,All Denmark,Women,1
632,2023Q4,Andorra,Region Hovedstaden,Men,7
633,2023Q4,Andorra,Region Hovedstaden,Women,0
634,2023Q4,Andorra,Copenhagen,Men,5
635,2023Q4,Andorra,Copenhagen,Women,0
636,2023Q4,Andorra,Frederiksberg,Men,1
637,2023Q4,Andorra,Frederiksberg,Women,0
638,2023Q4,Andorra,Dragør,Men,0
639,2023Q4,Andorra,Dragør,Women,0
640,2023Q4,Andorra,Tårnby,Men,0
641,2023Q4,Andorra,Tårnby,Women,0
642,2023Q4,Andorra,Albertslund,Men,0
643,2023Q4,Andorra,Albertslund,Women,0
644,2023Q4,Andorra,Ballerup,Men,0
645,2023Q4,Andorra,Ballerup,Women,0
646,2023Q4,Andorra,Brøndby,Men,0
647,2023Q4,Andorra,Brøndby,Women,0
648,2023Q4,Andorra,Gentofte,Men,0
649,2023Q4,Andorra,Gentofte,Women,0
650,2023Q4,Andorra,Gladsaxe,Men,0
651,2023Q4,Andorra,Gladsaxe,Women,0
652,2023Q4,Andorra,Glostrup,Men,0
653,2023Q4,Andorra,Glostrup,Women,0
654,2023Q4,Andorra,Herlev,Men,0
655,2023Q4,Andorra,Herlev,Women,0
656,2023Q4,Andorra,Hvidovre,Men,0
657,2023Q4,Andorra,Hvidovre,Women,0
658,2023Q4,Andorra,Høje-Taastrup,Men,0
659,2023Q4,Andorra,Høje-Taastrup,Women,0
660,2023Q4,Andorra,Ishøj,Men,0
661,2023Q4,Andorra,Ishøj,Women,0
662,2023Q4,Andorra,Lyngby-Taarbæk,Men,0
663,2023Q4,Andorra,Lyngby-Taarbæk,Women,0
664,2023Q4,Andorra,Rødovre,Men,0
665,2023Q4,Andorra,Rødovre,Women,0
666,2023Q4,Andorra,Vallensbæk,Men,0
667,2023Q4,Andorra,Vallensbæk,Women,0
668,2023Q4,Andorra,Allerød,Men,0
669,2023Q4,Andorra,Allerød,Women,0
670,2023Q4,Andorra,Egedal,Men,0
671,2023Q4,Andorra,Egedal,Women,0
672,2023Q4,Andorra,Fredensborg,Men,0
673,2023Q4,Andorra,Fredensborg,Women,0
674,2023Q4,Andorra,Frederikssund,Men,0
675,2023Q4,Andorra,Frederikssund,Women,0
676,2023Q4,Andorra,Furesø,Men,0
677,2023Q4,Andorra,Furesø,Women,0
678,2023Q4,Andorra,Gribskov,Men,0
679,2023Q4,Andorra,Gribskov,Women,0
680,2023Q4,Andorra,Halsnæs,Men,0
681,2023Q4,Andorra,Halsnæs,Women,0
682,2023Q4,Andorra,Helsingør,Men,0
683,2023Q4,Andorra,Helsingør,Women,0
684,2023Q4,Andorra,Hillerød,Men,0
685,2023Q4,Andorra,Hillerød,Women,0
686,2023Q4,Andorra,Hørsholm,Men,0
687,2023Q4,Andorra,Hørsholm,Women,0
688,2023Q4,Andorra,Rudersdal,Men,0
689,2023Q4,Andorra,Rudersdal,Women,0
690,2023Q4,Andorra,Bornholm,Men,1
691,2023Q4,Andorra,Bornholm,Women,0
692,2023Q4,Andorra,Christiansø,Men,0
693,2023Q4,Andorra,Christiansø,Women,0
694,2023Q4,Andorra,Region Sjælland,Men,0
695,2023Q4,Andorra,Region Sjælland,Women,0
696,2023Q4,Andorra,Greve,Men,0
697,2023Q4,Andorra,Greve,Women,0
698,2023Q4,Andorra,Køge,Men,0
699,2023Q4,Andorra,Køge,Women,0
700,2023Q4,Andorra,Lejre,Men,0
701,2023Q4,Andorra,Lejre,Women,0
702,2023Q4,Andorra,Roskilde,Men,0
703,2023Q4,Andorra,Roskilde,Women,0
704,2023Q4,Andorra,Solrød,Men,0
705,2023Q4,Andorra,Solrød,Women,0
706,2023Q4,Andorra,Faxe,Men,0
707,2023Q4,Andorra,Faxe,Women,0
708,2023Q4,Andorra,Guldborgsund,Men,0
709,2023Q4,Andorra,Guldborgsund,Women,0
710,2023Q4,Andorra,Holbæk,Men,0
711,2023Q4,Andorra,Holbæk,Women,0
712,2023Q4,Andorra,Kalundborg,Men,0
713,2023Q4,Andorra,Kalundborg,Women,0
714,2023Q4,Andorra,Lolland,Men,0
715,2023Q4,Andorra,Lolland,Women,0
716,2023Q4,Andorra,Næstved,Men,0
717,2023Q4,Andorra,Næstved,Women,0
718,2023Q4,Andorra,Odsherred,Men,0
719,2023Q4,Andorra,Odsherred,Women,0
720,2023Q4,Andorra,Ringsted,Men,0
721,2023Q4,Andorra,Ringsted,Women,0
722,2023Q4,Andorra,Slagelse,Men,0
723,2023Q4,Andorra,Slagelse,Women,0
724,2023Q4,Andorra,Sorø,Men,0
725,2023Q4,Andorra,Sorø,Women,0
726,2023Q4,Andorra,Stevns,Men,0
727,2023Q4,Andorra,Stevns,Women,0
728,2023Q4,Andorra,Vordingborg,Men,0
729,2023Q4,Andorra,Vordingborg,Women,0
730,2023Q4,Andorra,Region Syddanmark,Men,1
731,2023Q4,Andorra,Region Syddanmark,Women,0
732,2023Q4,Andorra,Assens,Men,0
733,2023Q4,Andorra,Assens,Women,0
734,2023Q4,Andorra,Faaborg-Midtfyn,Men,0
735,2023Q4,Andorra,Faaborg-Midtfyn,Women,0
736,2023Q4,Andorra,Kerteminde,Men,0
737,2023Q4,Andorra,Kerteminde,Women,0
738,2023Q4,Andorra,Langeland,Men,0
739,2023Q4,Andorra,Langeland,Women,0
740,2023Q4,Andorra,Middelfart,Men,0
741,2023Q4,Andorra,Middelfart,Women,0
742,2023Q4,Andorra,Nordfyns,Men,0
743,2023Q4,Andorra,Nordfyns,Women,0
744,2023Q4,Andorra,Nyborg,Men,0
745,2023Q4,Andorra,Nyborg,Women,0
746,2023Q4,Andorra,Odense,Men,1
747,2023Q4,Andorra,Odense,Women,0
748,2023Q4,Andorra,Svendborg,Men,0
749,2023Q4,Andorra,Svendborg,Women,0
750,2023Q4,Andorra,Ærø,Men,0
751,2023Q4,Andorra,Ærø,Women,0
752,2023Q4,Andorra,Billund,Men,0
753,2023Q4,Andorra,Billund,Women,0
754,2023Q4,Andorra,Esbjerg,Men,0
755,2023Q4,Andorra,Esbjerg,Women,0
756,2023Q4,Andorra,Fanø,Men,0
757,2023Q4,Andorra,Fanø,Women,0
758,2023Q4,Andorra,Fredericia,Men,0
759,2023Q4,Andorra,Fredericia,Women,0
760,2023Q4,Andorra,Haderslev,Men,0
761,2023Q4,Andorra,Haderslev,Women,0
762,2023Q4,Andorra,Kolding,Men,0
763,2023Q4,Andorra,Kolding,Women,0
764,2023Q4,Andorra,Sønderborg,Men,0
765,2023Q4,Andorra,Sønderborg,Women,0
766,2023Q4,Andorra,Tønder,Men,0
767,2023Q4,Andorra,Tønder,Women,0
768,2023Q4,Andorra,Varde,Men,0
769,2023Q4,Andorra,Varde,Women,0
770,2023Q4,Andorra,Vejen,Men,0
771,2023Q4,Andorra,Vejen,Women,0
772,2023Q4,Andorra,Vejle,Men,0
773,2023Q4,Andorra,Vejle,Women,0
774,2023Q4,Andorra,Aabenraa,Men,0
775,2023Q4,Andorra,Aabenraa,Women,0
776,2023Q4,Andorra,Region Midtjylland,Men,0
777,2023Q4,Andorra,Region Midtjylland,Women,1
778,2023Q4,Andorra,Favrskov,Men,0
779,2023Q4,Andorra,Favrskov,Women,0
780,2023Q4,Andorra,Hedensted,Men,0
781,2023Q4,Andorra,Hedensted,Women,0
782,2023Q4,Andorra,Horsens,Men,0
783,2023Q4,Andorra,Horsens,Women,0
784,2023Q4,Andorra,Norddjurs,Men,0
785,2023Q4,Andorra,Norddjurs,Women,0
786,2023Q4,Andorra,Odder,Men,0
787,2023Q4,Andorra,Odder,Women,0
788,2023Q4,Andorra,Randers,Men,0
789,2023Q4,Andorra,Randers,Women,0
790,2023Q4,Andorra,Samsø,Men,0
791,2023Q4,Andorra,Samsø,Women,0
792,2023Q4,Andorra,Silkeborg,Men,0
793,2023Q4,Andorra,Silkeborg,Women,0
794,2023Q4,Andorra,Skanderborg,Men,0
795,2023Q4,Andorra,Skanderborg,Women,0
796,2023Q4,Andorra,Syddjurs,Men,0
797,2023Q4,Andorra,Syddjurs,Women,0
798,2023Q4,Andorra,Aarhus,Men,0
799,2023Q4,Andorra,Aarhus,Women,1
800,2023Q4,Andorra,Herning,Men,0
801,2023Q4,Andorra,Herning,Women,0
802,2023Q4,Andorra,Holstebro,Men,0
803,2023Q4,Andorra,Holstebro,Women,0
804,2023Q4,Andorra,Ikast-Brande,Men,0
805,2023Q4,Andorra,Ikast-Brande,Women,0
806,2023Q4,Andorra,Lemvig,Men,0
807,2023Q4,Andorra,Lemvig,Women,0
808,2023Q4,Andorra,Ringkøbing-Skjern,Men,0
809,2023Q4,Andorra,Ringkøbing-Skjern,Women,0
810,2023Q4,Andorra,Skive,Men,0
811,2023Q4,Andorra,Skive,Women,0
812,2023Q4,Andorra,Struer,Men,0
813,2023Q4,Andorra,Struer,Women,0
814,2023Q4,Andorra,Viborg,Men,0
815,2023Q4,Andorra,Viborg,Women,0
816,2023Q4,Andorra,Region Nordjylland,Men,0
817,2023Q4,Andorra,Region Nordjylland,Women,0
818,2023Q4,Andorra,Brønderslev,Men,0
819,2023Q4,Andorra,Brønderslev,Women,0
820,2023Q4,Andorra,Frederikshavn,Men,0
821,2023Q4,Andorra,Frederikshavn,Women,0
822,2023Q4,Andorra,Hjørring,Men,0
823,2023Q4,Andorra,Hjørring,Women,0
824,2023Q4,Andorra,Jammerbugt,Men,0
825,2023Q4,Andorra,Jammerbugt,Women,0
826,2023Q4,Andorra,Læsø,Men,0
827,2023Q4,Andorra,Læsø,Women,0
828,2023Q4,Andorra,Mariagerfjord,Men,0
829,2023Q4,Andorra,Mariagerfjord,Women,0
830,2023Q4,Andorra,Morsø,Men,0
831,2023Q4,Andorra,Morsø,Women,0
832,2023Q4,Andorra,Rebild,Men,0
833,2023Q4,Andorra,Rebild,Women,0
834,2023Q4,Andorra,Thisted,Men,0
835,2023Q4,Andorra,Thisted,Women,0
836,2023Q4,Andorra,Vesthimmerlands,Men,0
837,2023Q4,Andorra,Vesthimmerlands,Women,0
838,2023Q4,Andorra,Aalborg,Men,0
839,2023Q4,Andorra,Aalborg,Women,0
840,2023Q4,Belarus,All Denmark,Men,372
841,2023Q4,Belarus,All Denmark,Women,802
842,2023Q4,Belarus,Region Hovedstaden,Men,159
843,2023Q4,Belarus,Region Hovedstaden,Women,350
844,2023Q4,Belarus,Copenhagen,Men,60
845,2023Q4,Belarus,Copenhagen,Women,154
846,2023Q4,Belarus,Frederiksberg,Men,10
847,2023Q4,Belarus,Frederiksberg,Women,25
848,2023Q4,Belarus,Dragør,Men,0
849,2023Q4,Belarus,Dragør,Women,0
850,2023Q4,Belarus,Tårnby,Men,3
851,2023Q4,Belarus,Tårnby,Women,9
852,2023Q4,Belarus,Albertslund,Men,0
853,2023Q4,Belarus,Albertslund,Women,1
854,2023Q4,Belarus,Ballerup,Men,7
855,2023Q4,Belarus,Ballerup,Women,12
856,2023Q4,Belarus,Brøndby,Men,3
857,2023Q4,Belarus,Brøndby,Women,6
858,2023Q4,Belarus,Gentofte,Men,16
859,2023Q4,Belarus,Gentofte,Women,19
860,2023Q4,Belarus,Gladsaxe,Men,8
861,2023Q4,Belarus,Gladsaxe,Women,19
862,2023Q4,Belarus,Glostrup,Men,3
863,2023Q4,Belarus,Glostrup,Women,4
864,2023Q4,Belarus,Herlev,Men,1
865,2023Q4,Belarus,Herlev,Women,4
866,2023Q4,Belarus,Hvidovre,Men,3
867,2023Q4,Belarus,Hvidovre,Women,5
868,2023Q4,Belarus,Høje-Taastrup,Men,6
869,2023Q4,Belarus,Høje-Taastrup,Women,13
870,2023Q4,Belarus,Ishøj,Men,0
871,2023Q4,Belarus,Ishøj,Women,3
872,2023Q4,Belarus,Lyngby-Taarbæk,Men,6
873,2023Q4,Belarus,Lyngby-Taarbæk,Women,8
874,2023Q4,Belarus,Rødovre,Men,5
875,2023Q4,Belarus,Rødovre,Women,7
876,2023Q4,Belarus,Vallensbæk,Men,0
877,2023Q4,Belarus,Vallensbæk,Women,2
878,2023Q4,Belarus,Allerød,Men,1
879,2023Q4,Belarus,Allerød,Women,0
880,2023Q4,Belarus,Egedal,Men,2
881,2023Q4,Belarus,Egedal,Women,1
882,2023Q4,Belarus,Fredensborg,Men,5
883,2023Q4,Belarus,Fredensborg,Women,7
884,2023Q4,Belarus,Frederikssund,Men,2
885,2023Q4,Belarus,Frederikssund,Women,3
886,2023Q4,Belarus,Furesø,Men,5
887,2023Q4,Belarus,Furesø,Women,7
888,2023Q4,Belarus,Gribskov,Men,0
889,2023Q4,Belarus,Gribskov,Women,4
890,2023Q4,Belarus,Halsnæs,Men,0
891,2023Q4,Belarus,Halsnæs,Women,2
892,2023Q4,Belarus,Helsingør,Men,3
893,2023Q4,Belarus,Helsingør,Women,8
894,2023Q4,Belarus,Hillerød,Men,4
895,2023Q4,Belarus,Hillerød,Women,9
896,2023Q4,Belarus,Hørsholm,Men,0
897,2023Q4,Belarus,Hørsholm,Women,5
898,2023Q4,Belarus,Rudersdal,Men,3
899,2023Q4,Belarus,Rudersdal,Women,9
900,2023Q4,Belarus,Bornholm,Men,3
901,2023Q4,Belarus,Bornholm,Women,4
902,2023Q4,Belarus,Christiansø,Men,0
903,2023Q4,Belarus,Christiansø,Women,0
904,2023Q4,Belarus,Region Sjælland,Men,41
905,2023Q4,Belarus,Region Sjælland,Women,69
906,2023Q4,Belarus,Greve,Men,6
907,2023Q4,Belarus,Greve,Women,11
908,2023Q4,Belarus,Køge,Men,4
909,2023Q4,Belarus,Køge,Women,4
910,2023Q4,Belarus,Lejre,Men,1
911,2023Q4,Belarus,Lejre,Women,1
912,2023Q4,Belarus,Roskilde,Men,2
913,2023Q4,Belarus,Roskilde,Women,3
914,2023Q4,Belarus,Solrød,Men,3
915,2023Q4,Belarus,Solrød,Women,3
916,2023Q4,Belarus,Faxe,Men,3
917,2023Q4,Belarus,Faxe,Women,2
918,2023Q4,Belarus,Guldborgsund,Men,5
919,2023Q4,Belarus,Guldborgsund,Women,11
920,2023Q4,Belarus,Holbæk,Men,1
921,2023Q4,Belarus,Holbæk,Women,7
922,2023Q4,Belarus,Kalundborg,Men,3
923,2023Q4,Belarus,Kalundborg,Women,4
924,2023Q4,Belarus,Lolland,Men,1
925,2023Q4,Belarus,Lolland,Women,3
926,2023Q4,Belarus,Næstved,Men,2
927,2023Q4,Belarus,Næstved,Women,8
928,2023Q4,Belarus,Odsherred,Men,4
929,2023Q4,Belarus,Odsherred,Women,1
930,2023Q4,Belarus,Ringsted,Men,5
931,2023Q4,Belarus,Ringsted,Women,3
932,2023Q4,Belarus,Slagelse,Men,1
933,2023Q4,Belarus,Slagelse,Women,2
934,2023Q4,Belarus,Sorø,Men,0
935,2023Q4,Belarus,Sorø,Women,0
936,2023Q4,Belarus,Stevns,Men,0
937,2023Q4,Belarus,Stevns,Women,4
938,2023Q4,Belarus,Vordingborg,Men,0
939,2023Q4,Belarus,Vordingborg,Women,2
940,2023Q4,Belarus,Region Syddanmark,Men,64
941,2023Q4,Belarus,Region Syddanmark,Women,156
942,2023Q4,Belarus,Assens,Men,1
943,2023Q4,Belarus,Assens,Women,1
944,2023Q4,Belarus,Faaborg-Midtfyn,Men,1
945,2023Q4,Belarus,Faaborg-Midtfyn,Women,7
946,2023Q4,Belarus,Kerteminde,Men,3
947,2023Q4,Belarus,Kerteminde,Women,3
948,2023Q4,Belarus,Langeland,Men,0
949,2023Q4,Belarus,Langeland,Women,1
950,2023Q4,Belarus,Middelfart,Men,1
951,2023Q4,Belarus,Middelfart,Women,11
952,2023Q4,Belarus,Nordfyns,Men,1
953,2023Q4,Belarus,Nordfyns,Women,1
954,2023Q4,Belarus,Nyborg,Men,0
955,2023Q4,Belarus,Nyborg,Women,2
956,2023Q4,Belarus,Odense,Men,19
957,2023Q4,Belarus,Odense,Women,30
958,2023Q4,Belarus,Svendborg,Men,2
959,2023Q4,Belarus,Svendborg,Women,4
960,2023Q4,Belarus,Ærø,Men,1
961,2023Q4,Belarus,Ærø,Women,2
962,2023Q4,Belarus,Billund,Men,3
963,2023Q4,Belarus,Billund,Women,4
964,2023Q4,Belarus,Esbjerg,Men,4
965,2023Q4,Belarus,Esbjerg,Women,11
966,2023Q4,Belarus,Fanø,Men,0
967,2023Q4,Belarus,Fanø,Women,2
968,2023Q4,Belarus,Fredericia,Men,3
969,2023Q4,Belarus,Fredericia,Women,6
970,2023Q4,Belarus,Haderslev,Men,1
971,2023Q4,Belarus,Haderslev,Women,11
972,2023Q4,Belarus,Kolding,Men,5
973,2023Q4,Belarus,Kolding,Women,11
974,2023Q4,Belarus,Sønderborg,Men,5
975,2023Q4,Belarus,Sønderborg,Women,16
976,2023Q4,Belarus,Tønder,Men,5
977,2023Q4,Belarus,Tønder,Women,6
978,2023Q4,Belarus,Varde,Men,1
979,2023Q4,Belarus,Varde,Women,1
980,2023Q4,Belarus,Vejen,Men,4
981,2023Q4,Belarus,Vejen,Women,4
982,2023Q4,Belarus,Vejle,Men,4
983,2023Q4,Belarus,Vejle,Women,20
984,2023Q4,Belarus,Aabenraa,Men,0
985,2023Q4,Belarus,Aabenraa,Women,2
986,2023Q4,Belarus,Region Midtjylland,Men,89
987,2023Q4,Belarus,Region Midtjylland,Women,167
988,2023Q4,Belarus,Favrskov,Men,1
989,2023Q4,Belarus,Favrskov,Women,4
990,2023Q4,Belarus,Hedensted,Men,5
991,2023Q4,Belarus,Hedensted,Women,5
992,2023Q4,Belarus,Horsens,Men,3
993,2023Q4,Belarus,Horsens,Women,13
994,2023Q4,Belarus,Norddjurs,Men,1
995,2023Q4,Belarus,Norddjurs,Women,3
996,2023Q4,Belarus,Odder,Men,3
997,2023Q4,Belarus,Odder,Women,6
998,2023Q4,Belarus,Randers,Men,5
999,2023Q4,Belarus,Randers,Women,3
1000,2023Q4,Belarus,Samsø,Men,0
1001,2023Q4,Belarus,Samsø,Women,0
1002,2023Q4,Belarus,Silkeborg,Men,1
1003,2023Q4,Belarus,Silkeborg,Women,4
1004,2023Q4,Belarus,Skanderborg,Men,4
1005,2023Q4,Belarus,Skanderborg,Women,7
1006,2023Q4,Belarus,Syddjurs,Men,0
1007,2023Q4,Belarus,Syddjurs,Women,0
1008,2023Q4,Belarus,Aarhus,Men,31
1009,2023Q4,Belarus,Aarhus,Women,52
1010,2023Q4,Belarus,Herning,Men,13
1011,2023Q4,Belarus,Herning,Women,19
1012,2023Q4,Belarus,Holstebro,Men,2
1013,2023Q4,Belarus,Holstebro,Women,7
1014,2023Q4,Belarus,Ikast-Brande,Men,7
1015,2023Q4,Belarus,Ikast-Brande,Women,14
1016,2023Q4,Belarus,Lemvig,Men,0
1017,2023Q4,Belarus,Lemvig,Women,0
1018,2023Q4,Belarus,Ringkøbing-Skjern,Men,3
1019,2023Q4,Belarus,Ringkøbing-Skjern,Women,5
1020,2023Q4,Belarus,Skive,Men,5
1021,2023Q4,Belarus,Skive,Women,13
1022,2023Q4,Belarus,Struer,Men,0
1023,2023Q4,Belarus,Struer,Women,1
1024,2023Q4,Belarus,Viborg,Men,5
1025,2023Q4,Belarus,Viborg,Women,11
1026,2023Q4,Belarus,Region Nordjylland,Men,19
1027,2023Q4,Belarus,Region Nordjylland,Women,60
1028,2023Q4,Belarus,Brønderslev,Men,0
1029,2023Q4,Belarus,Brønderslev,Women,2
1030,2023Q4,Belarus,Frederikshavn,Men,1
1031,2023Q4,Belarus,Frederikshavn,Women,4
1032,2023Q4,Belarus,Hjørring,Men,2
1033,2023Q4,Belarus,Hjørring,Women,4
1034,2023Q4,Belarus,Jammerbugt,Men,0
1035,2023Q4,Belarus,Jammerbugt,Women,4
1036,2023Q4,Belarus,Læsø,Men,0
1037,2023Q4,Belarus,Læsø,Women,0
1038,2023Q4,Belarus,Mariagerfjord,Men,2
1039,2023Q4,Belarus,Mariagerfjord,Women,6
1040,2023Q4,Belarus,Morsø,Men,1
1041,2023Q4,Belarus,Morsø,Women,3
1042,2023Q4,Belarus,Rebild,Men,0
1043,2023Q4,Belarus,Rebild,Women,5
1044,2023Q4,Belarus,Thisted,Men,3
1045,2023Q4,Belarus,Thisted,Women,3
1046,2023Q4,Belarus,Vesthimmerlands,Men,1
1047,2023Q4,Belarus,Vesthimmerlands,Women,4
1048,2023Q4,Belarus,Aalborg,Men,9
1049,2023Q4,Belarus,Aalborg,Women,25
1050,2023Q4,Belgium,All Denmark,Men,1004
1051,2023Q4,Belgium,All Denmark,Women,981
1052,2023Q4,Belgium,Region Hovedstaden,Men,577
1053,2023Q4,Belgium,Region Hovedstaden,Women,578
1054,2023Q4,Belgium,Copenhagen,Men,352
1055,2023Q4,Belgium,Copenhagen,Women,315
1056,2023Q4,Belgium,Frederiksberg,Men,50
1057,2023Q4,Belgium,Frederiksberg,Women,39
1058,2023Q4,Belgium,Dragør,Men,2
1059,2023Q4,Belgium,Dragør,Women,2
1060,2023Q4,Belgium,Tårnby,Men,3
1061,2023Q4,Belgium,Tårnby,Women,4
1062,2023Q4,Belgium,Albertslund,Men,6
1063,2023Q4,Belgium,Albertslund,Women,7
1064,2023Q4,Belgium,Ballerup,Men,2
1065,2023Q4,Belgium,Ballerup,Women,3
1066,2023Q4,Belgium,Brøndby,Men,9
1067,2023Q4,Belgium,Brøndby,Women,9
1068,2023Q4,Belgium,Gentofte,Men,39
1069,2023Q4,Belgium,Gentofte,Women,40
1070,2023Q4,Belgium,Gladsaxe,Men,6
1071,2023Q4,Belgium,Gladsaxe,Women,9
1072,2023Q4,Belgium,Glostrup,Men,2
1073,2023Q4,Belgium,Glostrup,Women,6
1074,2023Q4,Belgium,Herlev,Men,1
1075,2023Q4,Belgium,Herlev,Women,3
1076,2023Q4,Belgium,Hvidovre,Men,7
1077,2023Q4,Belgium,Hvidovre,Women,7
1078,2023Q4,Belgium,Høje-Taastrup,Men,6
1079,2023Q4,Belgium,Høje-Taastrup,Women,8
1080,2023Q4,Belgium,Ishøj,Men,5
1081,2023Q4,Belgium,Ishøj,Women,2
1082,2023Q4,Belgium,Lyngby-Taarbæk,Men,16
1083,2023Q4,Belgium,Lyngby-Taarbæk,Women,26
1084,2023Q4,Belgium,Rødovre,Men,3
1085,2023Q4,Belgium,Rødovre,Women,1
1086,2023Q4,Belgium,Vallensbæk,Men,1
1087,2023Q4,Belgium,Vallensbæk,Women,1
1088,2023Q4,Belgium,Allerød,Men,4
1089,2023Q4,Belgium,Allerød,Women,0
1090,2023Q4,Belgium,Egedal,Men,6
1091,2023Q4,Belgium,Egedal,Women,3
1092,2023Q4,Belgium,Fredensborg,Men,4
1093,2023Q4,Belgium,Fredensborg,Women,13
1094,2023Q4,Belgium,Frederikssund,Men,1
1095,2023Q4,Belgium,Frederikssund,Women,5
1096,2023Q4,Belgium,Furesø,Men,6
1097,2023Q4,Belgium,Furesø,Women,4
1098,2023Q4,Belgium,Gribskov,Men,7
1099,2023Q4,Belgium,Gribskov,Women,12
1100,2023Q4,Belgium,Halsnæs,Men,5
1101,2023Q4,Belgium,Halsnæs,Women,3
1102,2023Q4,Belgium,Helsingør,Men,9
1103,2023Q4,Belgium,Helsingør,Women,21
1104,2023Q4,Belgium,Hillerød,Men,8
1105,2023Q4,Belgium,Hillerød,Women,10
1106,2023Q4,Belgium,Hørsholm,Men,6
1107,2023Q4,Belgium,Hørsholm,Women,10
1108,2023Q4,Belgium,Rudersdal,Men,8
1109,2023Q4,Belgium,Rudersdal,Women,10
1110,2023Q4,Belgium,Bornholm,Men,3
1111,2023Q4,Belgium,Bornholm,Women,5
1112,2023Q4,Belgium,Christiansø,Men,0
1113,2023Q4,Belgium,Christiansø,Women,0
1114,2023Q4,Belgium,Region Sjælland,Men,87
1115,2023Q4,Belgium,Region Sjælland,Women,73
1116,2023Q4,Belgium,Greve,Men,5
1117,2023Q4,Belgium,Greve,Women,5
1118,2023Q4,Belgium,Køge,Men,3
1119,2023Q4,Belgium,Køge,Women,6
1120,2023Q4,Belgium,Lejre,Men,3
1121,2023Q4,Belgium,Lejre,Women,1
1122,2023Q4,Belgium,Roskilde,Men,16
1123,2023Q4,Belgium,Roskilde,Women,14
1124,2023Q4,Belgium,Solrød,Men,2
1125,2023Q4,Belgium,Solrød,Women,3
1126,2023Q4,Belgium,Faxe,Men,5
1127,2023Q4,Belgium,Faxe,Women,0
1128,2023Q4,Belgium,Guldborgsund,Men,7
1129,2023Q4,Belgium,Guldborgsund,Women,6
1130,2023Q4,Belgium,Holbæk,Men,9
1131,2023Q4,Belgium,Holbæk,Women,5
1132,2023Q4,Belgium,Kalundborg,Men,4
1133,2023Q4,Belgium,Kalundborg,Women,3
1134,2023Q4,Belgium,Lolland,Men,9
1135,2023Q4,Belgium,Lolland,Women,3
1136,2023Q4,Belgium,Næstved,Men,7
1137,2023Q4,Belgium,Næstved,Women,7
1138,2023Q4,Belgium,Odsherred,Men,2
1139,2023Q4,Belgium,Odsherred,Women,1
1140,2023Q4,Belgium,Ringsted,Men,1
1141,2023Q4,Belgium,Ringsted,Women,3
1142,2023Q4,Belgium,Slagelse,Men,6
1143,2023Q4,Belgium,Slagelse,Women,4
1144,2023Q4,Belgium,Sorø,Men,2
1145,2023Q4,Belgium,Sorø,Women,5
1146,2023Q4,Belgium,Stevns,Men,2
1147,2023Q4,Belgium,Stevns,Women,2
1148,2023Q4,Belgium,Vordingborg,Men,4
1149,2023Q4,Belgium,Vordingborg,Women,5
